%time,field.header.seq,field.header.stamp,field.point.x,field.point.y,field.point.z,field.time_ref
1423459803617935399,1226,1423459803589387893,2.418,1.32,0.253,1423496279900000095
1423459803831526454,1227,1423459803819186925,2.426,1.324,0.247,1423496280099999904
1423459804095238983,1228,1423459804059983015,2.427,1.332,0.256,1423496280400000095
1423459804308890730,1229,1423459804290688037,2.428,1.329,0.256,1423496280599999904
1423459804522487419,1230,1423459804520432949,2.436,1.339,0.25,1423496280799999952
1423459804786244163,1231,1423459804768201112,2.441,1.341,0.25,1423496281099999904
1423459805049906673,1232,1423459805010917901,2.442,1.348,0.255,1423496281299999952
1423459805263589180,1233,1423459805239619970,2.442,1.347,0.254,1423496281599999904
1423459805527435138,1234,1423459805479470968,2.442,1.347,0.254,1423496281799999952
1423459806191751410,1235,1423459806168643951,2.442,1.347,0.254,1423496282500000000
